"Log Id"	"Internal Case"	"After Work"	"Holiday"	"Status"	"Customer"	"Time"	"Requestor"	"Submitted Date"	"Time"	"Subject"	"Problem Description"	"Module"	"Application_Form"	"Program Group"	"Type"	"Problem"	"Error Type"	"C(problemStatic)"	"Cause"	"Solution"	"Solution By"	"Responsible"	"Time"	"Projected Date"	"Closed  By"	"Closed Date"	"Submitted Date"	"Closed"	"Remark"	"Record By"	"Severity "	"Support  Type"	"LogType"	"Mail"	"Time"	"Time"	"Time"	"How To Check"	"Current Solution"	"C(longtermsolutionStatic)"	"Closed"	"Severity "	"Severity Days"	"SLA"	"PK Manday"	"LogDate"	
"TTSC260103"	0	0	0	"999-Closed"	"TTSC"	"TTSC_LIV"	"Yasinee"	"16/01/2026"	"14:00"	"TTSC รบกวนกู้คืน INV260100606"	""	"DO"	"PPCC Delivery Orders"	"Delivery Order"	"Customized"	"TTSC รบกวนกู้คืน INV260100606 กลับมาให้หน่อยค่ะ"	"Human Error"	""	"เนื่องจาก INV260100606 ถูกลบออกจากระบบไปแล้วทำให้ไม่สามารถกู้คืนได้"	"ทาง User ต้องสร้าง DO ใหม่และทาง PPCC ทำการแก้ไขเลขที่ DO เป็น INV260100606"	""	"J3"	"16/01/2026"	"21/01/2026"	"J3"	"19/01/2026"	"0847"	1	""	"J6"	"Standard"	""	""	"MAIL"	"16/01/2026"	"J6"	"14:10"	""	"ทาง User ต้องสร้าง DO ใหม่และทาง PPCC ทำการแก้ไขเลขที่ DO เป็น INV260100606"	"ทาง User ต้องสร้าง DO ใหม่และทาง PPCC ทำการแก้ไขเลขที่ DO เป็น INV260100606"	1	"Standard"	"3 Days"	Pass	0.00	"16/01/2026"	
"TTSC260104"	0	0	0	"999-Closed"	"TTSC"	"TTSC_LIV"	"Panyapon"	"15/01/2026"	""	"ADD BOM"	""	"BOM"	"Item"	""	"Standard"	"รบกวนของข้อมูล Manual Add Bom ในระบบครับ"	"Knowledge"	""	""	"เอกสารของการ Manual Add Bom ครับ"	""	"WI"	"15/01/2026"	"15/01/2026"	"WI"	"15/01/2026"	""	1	""	"sa"	"Standard"	""	""	"MAIL"	"15/01/2026"	"WI"	""	""	""	""	1	"Standard"	"3 Days"	Pass	0.00	"16/01/2026"	
"TTSC260105"	0	0	0	"999-Closed"	"TTSC"	"TTSC_LIV"	"Panyapon"	"16/01/2026"	""	"ADD BOM"	""	"BOM"	"Current Material"	""	"Standard"	"Code Item ที่หาจากใน ITEM แต่ไม่เจอ ใน เมนู  Current Materials

รบกวนตรวจสอบให้ด้วยครับเนื่องจากจะ ADD BOM เข้าไปในระบบ
"	"Knowledge"	""	""	"จากที่ได้คุยและสอบถามเพิ่มเติมครับก็คือ Item ที่แจ้งมายังไม่ได้มีการสร้างไว้ในหน้า Current Material จึงทำให้ค้นหาในหน้า Current Material ไม่เจอครับ ในกรณีนี้ต้องทำการสร้าง Current Material ของแต่ละ Item ก่อนครับ 
โดยการที่กด New และระบุรหัส Item ที่แจ้งมาเป็น Item ที่จะใช้ในการผลิตและกำหนด Material ที่ใช้ครับ จากนั้นทำการกด Save และเมื่อทำการค้นหาในหน้า Current Material จึงจะเจอครับ
"	""	"WI"	"16/01/2026"	"16/01/2026"	"WI"	"16/01/2026"	""	1	""	"sa"	"Standard"	""	""	"MAIL"	"16/01/2026"	"WI"	""	""	""	""	1	"Standard"	"3 Days"	Pass	0.00	"16/01/2026"	
"TTSC260106"	0	0	0	"999-Closed"	"TTSC"	"TTSC_LIV"	"Amporn"	"27/01/2026"	"13:40"	"(no subject)"	""	"AR"	"Invoices, Debit and Credit Memos"	"Invoices Debit and Credit Memos"	"Customized"	"ต้องการให้ตรวจสอบ AR ---> Invoices, Debit and Credit Memos ค่ะ

ยังไม่ได้ทำการดึงข้อมูลมาตั้งหนี้เลยค่ะ แต่มีรายการแสดงที่บัญชีค่ะ

ส่วนInvoices ที่ทำการดึง แต่ไม่แสดงรายการ มี 8 ใบค่ะ 552, 553, 625, 650, 670, 671, 701, 703"	"Human Error"	""	"เวลา 9.44 น. มีการ Post Delivery Order โดยไม่ใส่เงื่อนไข จึงทำให้ระบบกวาด CO ที่ตัด Stock แต่ยังไม่ออก Invoice มาออก Invoice ทั้งหมด ในส่วน Invoice ที่แจ้งว่าทำการ Post แต่ไม่มีรายการ เกิดจากระบบ Post DO เรียบร้อยแล้วแต่ระบบไม่แก้ไข Invoice Number ให้ตรงกับเลขที่ DO"	"ลบ Invoice ขึ้นต้น DO และ VO และแก้ไข Invoice Number ให้ตรงกับ DO"	""	"J3"	"27/01/2026"	"30/01/2026"	"J3"	"28/01/2026"	"1328"	1	""	"J6"	"Standard"	""	""	"MAIL"	"27/01/2026"	"J6"	"13:40"	""	"ลบ Invoice ขึ้นต้น DO และ VO และแก้ไข Invoice Number ให้ตรงกับ DO"	"ลบ Invoice ขึ้นต้น DO และ VO และแก้ไข Invoice Number ให้ตรงกับ DO"	1	"Standard"	"3 Days"	Pass	0.00	"27/01/2026"	
"TTSC260107"	0	0	0	"999-Closed"	"TTSC"	"TTSC_LIV"	"Amporn"	"28/01/2026"	"11:35"	"INV260100672"	""	"AR"	"Slaes Tax Report"	"Slaes Tax Report"	"Standard"	"รบกวนตรวจสอบค่ะ  INV260100672 บัญชีดึงมาตั้งหนี้ และโพส แล้ว
แต่จำนวนเงิน ไม่ตรงกันค่ะ  Vat 7% ในรายงานภาษีไม่แสดงค่ะ"	"Human Error"	""	"ตอนแรก CO KMTN260123 ใช้ Tax Code EXC จึงทำให้ Invoice INV260100672 ถูกบันทึกด้วย Tax Code EXC หลังจากนั้นเวลา 17.05 น. User ได้ทำการแก้ไข Tax Code จาก EXC เป็น VAT7"	"แก้ไขยอดเงินภาษีของ Invoice INV260100672 ในระบบจาก 0 เป็น 363.90 และเพิ่มรายการขาบัญชี 2200-1 Out Put Vat ที่ Journal Entries"	""	"J3"	"28/01/2026"	"02/02/2026"	"J3"	"28/01/2026"	"1329"	1	""	"sa"	"Standard"	""	""	"MAIL"	"28/01/2026"	"J2"	"13:15"	""	"แก้ไขยอดเงินภาษีของ Invoice INV260100672 ในระบบจาก 0 เป็น 363.90 และเพิ่มรายการขาบัญชี 2200-1 Out Put Vat ที่ Journal Entries"	"แก้ไขยอดเงินภาษีของ Invoice INV260100672 ในระบบจาก 0 เป็น 363.90 และเพิ่มรายการขาบัญชี 2200-1 Out Put Vat ที่ Journal Entries"	1	"Standard"	"3 Days"	Pass	0.00	"28/01/2026"	
"TTSC260108"	0	0	0	"999-Closed"	"TTSC"	"TTSC_LIV"	"Natsaranphorn"	"28/01/2026"	"15:35"	"รบกวนทาง PPCC ช่วยถอย GRN เลขที่ S26011574 ค่ะ เนื่องจากมีการคีย์รับผิด PO ค่ะ"	""	"PO"	"PPCC_Purchase Order Receiving"	"Purchase Order Receiving"	"Standard"	"รบกวนทาง PPCC ช่วยถอย GRN เลขที่ S26011574 ค่ะ เนื่องจากมีการคีย์รับผิด PO ค่ะ

ทางบัญชีมีดึงไปแล้ว จึงทำให้ถอยไม่ได้ค่ะ"	"Knowledge"	""	""	"แนะนำขั้นตอนการถอย GRN ที่ถูกตั้งหนี้ไปแล้วให้กับ User"	""	"J6"	"28/01/2026"	"03/02/2026"	"J3"	"29/01/2026"	"1031"	1	""	"J6"	"Standard"	""	""	"MAIL"	"28/01/2026"	"J6"	"15:50"	""	"แนะนำขั้นตอนการถอย GRN ที่ถูกตั้งหนี้ไปแล้วให้กับ User"	"แนะนำขั้นตอนการถอย GRN ที่ถูกตั้งหนี้ไปแล้วให้กับ User"	1	"Standard"	"3 Days"	Pass	0.00	"29/01/2026"	
"TTSC260109"	0	0	0	"999-Closed"	"TTSC"	"TTSC_LIV"	"KASSARIN"	"29/01/2026"	"08:55"	"รบกวนทาง PPCC ช่วยถอย GRN เลขที่ S26011574 ค่ะ เนื่องจากมีการคีย์รับผิด PO ค่ะ"	""	"PO"	"Generate A/P Transactions"	"Generate AP Transactions"	"Standard"	"ทำขั้นตอน Adjustment แต่ตัวเลขไม่มาคะ  รบกวนตรวจสอบ และแก้ไขให้หน่อยได้ไหมคะ"	"Human Error"	""	"User ไม่ได้เลือก PO ที่ต้องการถอยที่ Tab PO Selection และไม่ได้สร้างข้อมูล Tax Code ที่ Tab Taxes ทำให้พอกดปุ่ม Generate Adjustment ยอดเงินจึงเป็น 0"	"ลบ Adjustment 157797 ยอดเงิน 0 ออกจากระบบและทำ Adjustment 157797 ใหม่"	""	"J3"	"29/01/2026"	"03/02/2026"	"J3"	"29/01/2026"	"1031"	1	""	"J6"	"Standard"	""	""	"MAIL"	"29/01/2026"	"J6"	"09:00"	""	"ลบ Adjustment 157797 ยอดเงิน 0 ออกจากระบบและทำ Adjustment 157797 ใหม่"	"ลบ Adjustment 157797 ยอดเงิน 0 ออกจากระบบและทำ Adjustment 157797 ใหม่"	1	"Standard"	"3 Days"	Pass	0.00	"29/01/2026"	
"TTSC260201"	0	0	0	"999-Closed"	"TTSC"	"TTSC_LIV"	"Yasinee"	"09/02/2026"	"16:35"	"รบกวนช่วยกู้คืน INV260200268"	""	"DO"	"PPCC_Delivery Orders"	"Delivery Order"	"Customized"	"รบกวนช่วยกู้คืน  Invoice เลขที่ INV260200268 ให้หน่อยค่ะ"	"Human Error"	""	""	"แก้ไข DO INV260200384 เป็น INV260200268"	""	"J3"	"09/02/2026"	"12/02/2026"	"J3"	"10/02/2026"	"1103"	1	""	"sa"	"Standard"	""	""	"MAIL"	"09/02/2026"	"J3"	"20:15"	""	"แก้ไข DO INV260200384 เป็น INV260200268"	"แก้ไข DO INV260200384 เป็น INV260200268"	1	"Standard"	"3 Days"	Pass	0.00	"09/02/2026"	
"TTSC260301"	0	0	0	"999-Closed"	"TTSC"	"TTSC_LIV"	"PHOOMSIT"	"06/03/2026"	"09:00"	"ทำรายการในหน้า PPCC Order Shipping แล้วมี Error และหน้า PPCC Customer Order Lines user ต้องการแก้ไข วันที่ Dur Date แล้วมี Error"	""	"CO"	"PPCC_Order Shipping"	"Order Shipping"	"Tech"	"1.รบกวนช่วยตรวจสอบ User ทำรายการในหน้า PPCC Order Shipping แล้วมี Error ขึ้นมาตามภาพครับ
Error PostShipCleanUp: Conversation from string """" to type 'Decimal'

2.และในหน้า PPCC Customer Order Lines user ต้องการแก้ไข วันที่ Due Date แล้วมี Error ครับ
Error A. NET Framework error occurred during exeution of user-defined routine or aggregate ""FireEventSp"""	"Technical"	""	""	"Restart Server"	""	"SA"	"06/03/2026"	"06/03/2026"	"J3"	"06/03/2026"	"1049"	1	""	"sa"	"Critical"	""	""	"MAIL"	"06/03/2026"	"SA"	"10:40"	""	"Restart Server"	"Restart Server"	1	"Critical"	"0.5 Days"	Not Pass	0.00	"06/03/2026"	
"TTSC260302"	0	0	0	"999-Closed"	"TTSC"	"TTSC_LIV"	"Amporn"	"10/03/2026"	"15:45"	"ขอให้ดึงข้อมูลกลับมา No. PV2603025#"	""	"AP"	"PPCC_AP Payments"	"AP Payment"	"Localized"	"รบกวนขอให้ดึงข้อมูลกลับมาเหมือนเดิมค่ะ ที่รายการจ่าย PV2603025 

E000020	E AND V. CO., LTD.	0	Manual Check	2603025	0	Standard Check	10/03/2026	MHS	Mizuho Bank S/A	ฉากกั้นห้อง PVC ใต้บันไดตึก VR	PV2603025#	THB	1,124.00	1,124.00
"	"Human Error"	""	""	"สร้างข้อมูลผ่านหน้าจอ PPCC_AP Payments"	""	"J3"	"10/03/2026"	"13/03/2026"	"J3"	"10/03/2026"	"1823"	1	""	"sa"	"Standard"	""	""	"MAIL"	"10/03/2026"	"J3"	"14:45"	""	"สร้างข้อมูลผ่านหน้าจอ PPCC_AP Payments"	"สร้างข้อมูลผ่านหน้าจอ PPCC_AP Payments"	1	"Standard"	"3 Days"	Pass	0.00	"10/03/2026"	
"TTSC260401"	0	0	0	"999-Closed"	"TTSC"	"TTSC_LIV"	"Amporn"	"01/04/2026"	"11:10"	"ขอให้แก้ไข วันที่ ค่ะ"	""	"AR"	"PPCC_AR Invoice Voucher Report"	"AR Invoice Voucher Report"	"Localized"	"ตามไฟล์แนบมานี้  รบกวนขอให้แก้ไขวันที่ ดึงมาตั้งหนี้  จากวันที่ 30/04/2026  เป็นที่ถูกต้อง คือ 30/03/2026 ให้หน่อยค่ะ"	"PPCC Localized"	""	""	"Update Database"	""	"J3"	"01/04/2026"	"06/04/2026"	"J3"	"03/04/2026"	"0903"	2	""	"sa"	"Standard"	""	""	"MAIL"	"01/04/2026"	"J3"	"11:40"	""	"Update Database"	"Update Database"	2	"Standard"	"3 Days"	Pass	0.00	"01/04/2026"	
"TTSC260402"	0	0	0	"999-Closed"	"TTSC"	"TTSC_LIV"	"KASSARIN"	"01/04/2026"	"13:45"	"PPCC APVouchersandAdjustments"	""	"AP"	"PPCC APVouchersandAdjustments"	"AP Voucher and Adjustments"	"Localized"	"รบกวนแก้ไขวันที่ Invoice Date 27/04/2026 .ให้เป็น วันที่ 27/03/2026  ให้หน่อยคะ  Voucher 159492"	"PPCC Localized"	""	""	"Update Database"	""	"J3"	"01/04/2026"	"06/04/2026"	"J3"	"03/04/2026"	"0903"	2	""	"sa"	"Standard"	""	""	"MAIL"	"01/04/2026"	"J3"	"14:40"	""	"Update Database"	"Update Database"	2	"Standard"	"3 Days"	Pass	0.00	"01/04/2026"	
"TTSC260403"	0	0	0	"999-Closed"	"TTSC"	"TTSC_LIV"	"K.Kamolrat"	"30/04/2026"	"16:30"	"TTSC to PPCC แจ้งเปิด Job orders พอกด save ไม่ได้ค่ะ"	""	"SFC"	"Job order"	"Job Order"	"Standard"	"User แจ้งว่า เปิด Job order พอกด save ขึ้นหน้าแจ้งเตือน แบบในรูปค่ะ"	"Knowledge"	""	"Item : 55028-0930 51A ยังไม่ได้ทำการ Roll Current Cost to Standard Cost"	"ทำการ Roll Current Cost to Standard Cost เฉพาะ Item : 55028-0930 51A"	""	"WI"	"30/04/2026"	"05/05/2026"	"J3"	"05/05/2026"	"0907"	3	""	"J6"	"Standard"	""	""	"MAIL"	"30/04/2026"	"J6"	"16:35"	""	"ทำการ Roll Current Cost to Standard Cost เฉพาะ Item : 55028-0930 51A"	"ทำการ Roll Current Cost to Standard Cost เฉพาะ Item : 55028-0930 51A"	3	"Standard"	"3 Days"	Pass	0.00	"30/04/2026"	
"TTSC260501"	0	0	0	"999-Closed"	"TTSC"	"TTSC_LIV"	"KASSARIN"	"27/05/2026"	"14:20"	"PPCC APVouchersandAdjustments"	""	"AP"	"PPCC APVouchersandAdjustments"	"AP Voucher and Adjustments"	"Localized"	"Voucher 161059 Exch Rate ไม่ขึ้น รบกวนแก้ไขให้ได้ไหมคะ วันที่ 22/05/2026"	"Human Error"	""	"User ตั้ง Currency Rate เป็น 1"	"Update Database"	""	"J3"	"27/05/2026"	"27/05/2026"	"J3"	"28/05/2026"	"0938"	1	""	"sa"	"Standard"	""	""	"MAIL"	"27/05/2026"	"J3"	"15:40"	""	"Update Database"	"Update Database"	1	"Standard"	"3 Days"	Pass	0.00	"27/05/2026"	
"TTSC260502"	0	0	0	"999-Closed"	"TTSC"	"TTSC_LIV"	"KASSARIN"	"30/05/2026"	"08:30"	"PO Dist"	""	"GL"	"Journal Entries"	"Journal Entrie"	"Standard"	"รบกวนช่วยแก้ไขวันที่ ให้หน่อยได้ไหมคะ เนื่องจากใส่เดือนผิด รายละเอียดตามไฟล์แนบ"	"Human Error"	""	""	"Update Database"	""	"J3"	"04/06/2026"	"04/06/2026"	"J3"	"04/06/2026"	"1425"	3	""	"sa"	"Standard"	""	""	"MAIL"	"04/06/2026"	"J3"	"14:15"	""	"Update Database"	"Update Database"	3	"Standard"	"3 Days"	Pass	0.00	"04/06/2026"	
"TTSC260601"	0	0	0	"999-Closed"	"TTSC"	"TTSC_LIV"	"K.Pongpisut"	"04/06/2026"	"09:45"	"แจ้งปัญหาการแสดงข้อมูล Job Order ในระบบ ERP ค่ะ"	""	"SFC"	"Job Orders"	"Job Order"	"Standard"	"รบกวนทาง PPCC ช่วยดำเนินการถอย Job No. RC26040002 – RC26040006 ตามรายการที่ระบุในเอกสารแนบ ได้หรือไม่ครับ"	"Human Error"	""	""	""	""	"SU"	"05/06/2026"	"11/06/2026"	"J3"	"08/06/2026"	"0843"	2	""	"sa"	"Standard"	""	""	"MAIL"	"05/06/2026"	"SU"	"12:20"	""	"ทำการถอย Job No. RC RC26040002 – RC26040006 ทั้งยอด Complete และ Material"	"ทำการถอย Job No. RC RC26040002 – RC26040006 ทั้งยอด Complete และ Material"	2	"Standard"	"3 Days"	Pass	0.00	"08/06/2026"	
